IDENTIFICADOR;DATA;DERIVATIVO;PARTICIPANTE;LONGCONTRACTS;LONG_;SHORTCONTRACTS;SHORT_;SALDO
08052012_Dollar_Nonresident investors - RES.2689;08/05/2012;Dollar;Nonresident investors - RES.2689;1225.0;38.79;73.0;2.31;1152.0
08052012_Dollar_Corporations;08/05/2012;Dollar;Corporations;227.0;7.19;270.0;8.55;-43.0
08052012_Dollar_Individuals;08/05/2012;Dollar;Individuals;964.0;30.53;1409.0;44.62;-445.0
08052012_Dollar_Total;08/05/2012;Dollar;Total;3158.0;100.0;3158.0;100.0;0.0
09052012_Dollar_Financial Institutions;09/05/2012;Dollar;Financial Institutions;225.0;6.64;235.0;6.94;-10.0
09052012_Dollar_Banks;09/05/2012;Dollar;Banks;217.0;6.41;72.0;2.13;145.0
09052012_Dollar_Brokers & Dealers;09/05/2012;Dollar;Brokers & Dealers;0.0;0.0;163.0;4.81;-163.0
09052012_Dollar_Other;09/05/2012;Dollar;Other;8.0;0.24;0.0;0.0;8.0
09052012_Dollar_Institutional Investors;09/05/2012;Dollar;Institutional Investors;963.0;28.43;991.0;29.26;-28.0
09052012_Dollar_Domestic;09/05/2012;Dollar;Domestic;963.0;28.43;991.0;29.26;-28.0
09052012_Dollar_Nonresident Investors;09/05/2012;Dollar;Nonresident Investors;1080.0;31.89;173.0;5.11;907.0
09052012_Dollar_Nonresident investors - RES.2689;09/05/2012;Dollar;Nonresident investors - RES.2689;1080.0;31.89;173.0;5.11;907.0
09052012_Dollar_Corporations;09/05/2012;Dollar;Corporations;234.0;6.91;260.0;7.68;-26.0
09052012_Dollar_Individuals;09/05/2012;Dollar;Individuals;885.0;26.13;1728.0;51.02;-843.0
09052012_Dollar_Total;09/05/2012;Dollar;Total;3387.0;100.0;3387.0;100.0;0.0
10052012_Dollar_Financial Institutions;10/05/2012;Dollar;Financial Institutions;169.0;4.45;130.0;3.42;39.0
10052012_Dollar_Banks;10/05/2012;Dollar;Banks;155.0;4.08;67.0;1.76;88.0
10052012_Dollar_Brokers & Dealers;10/05/2012;Dollar;Brokers & Dealers;6.0;0.16;63.0;1.66;-57.0
10052012_Dollar_Other;10/05/2012;Dollar;Other;8.0;0.21;0.0;0.0;8.0
10052012_Dollar_Institutional Investors;10/05/2012;Dollar;Institutional Investors;1609.0;42.32;1253.0;32.96;356.0
10052012_Dollar_Domestic;10/05/2012;Dollar;Domestic;1609.0;42.32;1253.0;32.96;356.0
10052012_Dollar_Nonresident Investors;10/05/2012;Dollar;Nonresident Investors;656.0;17.25;523.0;13.76;133.0
10052012_Dollar_Nonresident investors - RES.2689;10/05/2012;Dollar;Nonresident investors - RES.2689;656.0;17.25;523.0;13.76;133.0
10052012_Dollar_Corporations;10/05/2012;Dollar;Corporations;257.0;6.76;269.0;7.08;-12.0
10052012_Dollar_Individuals;10/05/2012;Dollar;Individuals;1111.0;29.22;1627.0;42.79;-516.0
10052012_Dollar_Total;10/05/2012;Dollar;Total;3802.0;100.0;3802.0;100.0;0.0
11052012_Dollar_Financial Institutions;11/05/2012;Dollar;Financial Institutions;230.0;5.46;140.0;3.33;90.0
11052012_Dollar_Banks;11/05/2012;Dollar;Banks;216.0;5.13;73.0;1.73;143.0
11052012_Dollar_Brokers & Dealers;11/05/2012;Dollar;Brokers & Dealers;6.0;0.14;67.0;1.59;-61.0
11052012_Dollar_Other;11/05/2012;Dollar;Other;8.0;0.19;0.0;0.0;8.0
11052012_Dollar_Institutional Investors;11/05/2012;Dollar;Institutional Investors;2022.0;48.03;1283.0;30.48;739.0
11052012_Dollar_Domestic;11/05/2012;Dollar;Domestic;2022.0;48.03;1283.0;30.48;739.0
11052012_Dollar_Nonresident Investors;11/05/2012;Dollar;Nonresident Investors;651.0;15.46;748.0;17.77;-97.0
11052012_Dollar_Nonresident investors - RES.2689;11/05/2012;Dollar;Nonresident investors - RES.2689;651.0;15.46;748.0;17.77;-97.0
11052012_Dollar_Corporations;11/05/2012;Dollar;Corporations;249.0;5.91;303.0;7.2;-54.0
11052012_Dollar_Individuals;11/05/2012;Dollar;Individuals;1058.0;25.13;1736.0;41.24;-678.0
11052012_Dollar_Total;11/05/2012;Dollar;Total;4210.0;100.0;4210.0;100.0;0.0
14052012_Dollar_Financial Institutions;14/05/2012;Dollar;Financial Institutions;108.0;2.56;318.0;7.54;-210.0
14052012_Dollar_Banks;14/05/2012;Dollar;Banks;94.0;2.23;124.0;2.94;-30.0
14052012_Dollar_Brokers & Dealers;14/05/2012;Dollar;Brokers & Dealers;6.0;0.14;194.0;4.6;-188.0
14052012_Dollar_Other;14/05/2012;Dollar;Other;8.0;0.19;0.0;0.0;8.0
14052012_Dollar_Institutional Investors;14/05/2012;Dollar;Institutional Investors;2274.0;53.89;1366.0;32.37;908.0
14052012_Dollar_Domestic;14/05/2012;Dollar;Domestic;2274.0;53.89;1366.0;32.37;908.0
14052012_Dollar_Nonresident Investors;14/05/2012;Dollar;Nonresident Investors;651.0;15.43;498.0;11.8;153.0
14052012_Dollar_Nonresident investors - RES.2689;14/05/2012;Dollar;Nonresident investors - RES.2689;651.0;15.43;498.0;11.8;153.0
14052012_Dollar_Corporations;14/05/2012;Dollar;Corporations;249.0;5.9;315.0;7.46;-66.0
14052012_Dollar_Individuals;14/05/2012;Dollar;Individuals;938.0;22.23;1723.0;40.83;-785.0
14052012_Dollar_Total;14/05/2012;Dollar;Total;4220.0;100.0;4220.0;100.0;0.0
15052012_Dollar_Financial Institutions;15/05/2012;Dollar;Financial Institutions;235.0;4.85;605.0;12.48;-370.0
15052012_Dollar_Banks;15/05/2012;Dollar;Banks;215.0;4.44;69.0;1.42;146.0
15052012_Dollar_Brokers & Dealers;15/05/2012;Dollar;Brokers & Dealers;12.0;0.25;536.0;11.06;-524.0
15052012_Dollar_Other;15/05/2012;Dollar;Other;8.0;0.17;0.0;0.0;8.0
15052012_Dollar_Institutional Investors;15/05/2012;Dollar;Institutional Investors;2728.0;56.28;1538.0;31.73;1190.0
15052012_Dollar_Domestic;15/05/2012;Dollar;Domestic;2728.0;56.28;1538.0;31.73;1190.0
15052012_Dollar_Nonresident Investors;15/05/2012;Dollar;Nonresident Investors;651.0;13.43;648.0;13.37;3.0
15052012_Dollar_Nonresident investors - RES.2689;15/05/2012;Dollar;Nonresident investors - RES.2689;651.0;13.43;648.0;13.37;3.0
